3,index,Tournament,OpponentPlayer,Set,TotalGame,Server,WinLose,FirstSecond,Cource,Speed,AceDbF,ScoreServer,ScoreReturner,Side,WonA,WonB
19,201908全米オープン,アレックス・デ=ミノー,2,0,2,簑,×,1,c,197,,0,40,Ad,0,1
32,201908全米オープン,アレックス・デ=ミノー,2,0,3,圭,○,1,w,,,0,0,Deuce,1,0
33,201908全米オープン,アレックス・デ=ミノー,2,0,3,圭,○,2,c,151,,15,0,Ad,1,0
34,201908全米オープン,アレックス・デ=ミノー,2,0,3,圭,×,1,w,,,30,0,Deuce,0,1
35,201908全米オープン,アレックス・デ=ミノー,2,0,3,圭,○,2,w,136,,30,15,Ad,1,0
36,201908全米オープン,アレックス・デ=ミノー,2,0,3,圭,×,1,c,191,,40,15,Deuce,0,1
37,201908全米オープン,アレックス・デ=ミノー,2,0,3,圭,○,2,c,151,,40,30,Ad,1,0
56,201908全米オープン,アレックス・デ=ミノー,2,0,4,簑,×,1,c,188,,0,0,Deuce,0,1
57,201908全米オープン,アレックス・デ=ミノー,2,0,4,簑,○,1,w,,,0,15,Ad,1,0
58,201908全米オープン,アレックス・デ=ミノー,2,0,4,簑,×,2,w,148,,15,15,Deuce,0,1
59,201908全米オープン,アレックス・デ=ミノー,2,0,4,簑,○,1,w,,,15,30,Ad,1,0
60,201908全米オープン,アレックス・デ=ミノー,2,0,4,簑,×,2,c,151,,30,30,Deuce,0,1
61,201908全米オープン,アレックス・デ=ミノー,2,0,4,簑,○,1,c,173,,30,40,Ad,1,0
62,201908全米オープン,アレックス・デ=ミノー,2,0,4,簑,×,1,c,185,,40,40,Deuce,0,1
63,201908全米オープン,アレックス・デ=ミノー,2,0,4,簑,×,1,b,157,,40,Ad,Ad,0,1
90,201908全米オープン,アレックス・デ=ミノー,2,0,5,圭,○,1,c,170,,0,0,Deuce,1,0
91,201908全米オープン,アレックス・デ=ミノー,2,0,5,圭,○,1,c,172,,15,0,Ad,1,0
92,201908全米オープン,アレックス・デ=ミノー,2,0,5,圭,○,1,w,154,,30,0,Deuce,1,0
93,201908全米オープン,アレックス・デ=ミノー,2,0,5,圭,×,1,w,125,,40,0,Ad,0,1
94,201908全米オープン,アレックス・デ=ミノー,2,0,5,圭,×,1,b,,,40,15,Deuce,0,1
95,201908全米オープン,アレックス・デ=ミノー,2,0,5,圭,×,2,d,,,40,30,Ad,0,1
96,201908全米オープン,アレックス・デ=ミノー,2,0,5,圭,×,1,w,167,,40,40,Deuce,0,1
97,201908全米オープン,アレックス・デ=ミノー,2,0,5,圭,○,1,w,156,,40,Ad,Ad,1,0
99,201908全米オープン,アレックス・デ=ミノー,2,0,5,圭,×,1,w,138,,Ad,40,Ad,0,1
144,201908全米オープン,アレックス・デ=ミノー,2,0,6,簑,×,1,w,178,,0,0,Deuce,0,1
145,201908全米オープン,アレックス・デ=ミノー,2,0,6,簑,×,1,c,,,0,15,Ad,0,1
146,201908全米オープン,アレックス・デ=ミノー,2,0,6,簑,×,2,w,138,,0,30,Deuce,0,1
147,201908全米オープン,アレックス・デ=ミノー,2,0,6,簑,○,1,w,188,,0,40,Ad,1,0
148,201908全米オープン,アレックス・デ=ミノー,2,0,6,簑,○,1,w,,,15,40,Deuce,1,0
149,201908全米オープン,アレックス・デ=ミノー,2,0,6,簑,○,2,w,140,,30,40,Ad,1,0
150,201908全米オープン,アレックス・デ=ミノー,2,0,6,簑,×,1,w,167,,40,40,Deuce,0,1
151,201908全米オープン,アレックス・デ=ミノー,2,0,6,簑,×,1,c,,,40,Ad,Ad,0,1
200,201908全米オープン,アレックス・デ=ミノー,2,0,7,圭,○,1,w,,,0,0,Deuce,1,0
201,201908全米オープン,アレックス・デ=ミノー,2,0,7,圭,×,2,w,146,,15,0,Ad,0,1
202,201908全米オープン,アレックス・デ=ミノー,2,0,7,圭,○,1,c,,,15,15,Deuce,1,0
203,201908全米オープン,アレックス・デ=ミノー,2,0,7,圭,×,2,w,133,,30,15,Ad,0,1
204,201908全米オープン,アレックス・デ=ミノー,2,0,7,圭,○,1,c,,,30,30,Deuce,1,0
317,201908全米オープン,アレックス・デ=ミノー,2,0,7,圭,○,2,c,143,,40,30,Ad,1,0
258,201908全米オープン,アレックス・デ=ミノー,2,0,8,簑,×,1,c,196,,0,0,Deuce,0,1
259,201908全米オープン,アレックス・デ=ミノー,2,0,8,簑,×,1,w,,,0,15,Ad,0,1
260,201908全米オープン,アレックス・デ=ミノー,2,0,8,簑,○,2,w,133,,0,30,Deuce,1,0
261,201908全米オープン,アレックス・デ=ミノー,2,0,8,簑,○,1,c,191,,15,30,Ad,1,0
262,201908全米オープン,アレックス・デ=ミノー,2,0,8,簑,○,1,w,,,30,30,Deuce,1,0
263,201908全米オープン,アレックス・デ=ミノー,2,0,8,簑,○,1,w,,,40,30,Ad,1,0
324,201908全米オープン,アレックス・デ=ミノー,2,0,9,圭,×,1,c,170,,0,0,Deuce,0,10,
325,201908全米オープン,アレックス・デ=ミノー,2,0,9,圭,○,1,c,,,0,15,Ad,1,0
326,201908全米オープン,アレックス・デ=ミノー,2,0,9,圭,○,2,w,125,,15,15,Deuce,1,0
327,201908全米オープン,アレックス・デ=ミノー,2,0,9,圭,○,1,b,164,,30,15,Ad,1,0
328,201908全米オープン,アレックス・デ=ミノー,2,0,9,圭,×,1,c,178,,40,15,Deuce,0,1
329,201908全米オープン,アレックス・デ=ミノー,2,0,9,圭,×,1,w,,,40,30,Ad,0,1
330,201908全米オープン,アレックス・デ=ミノー,2,0,9,圭,×,2,c,138,,40,40,Deuce,0,1
331,201908全米オープン,アレックス・デ=ミノー,2,0,9,圭,×,1,w,159,,40,Ad,Ad,0,1
400,201908全米オープン,アレックス・デ=ミノー,2,0,10,簑,×,1,w,,,0,0,Deuce,0,1
401,201908全米オープン,アレックス・デ=ミノー,2,0,10,簑,×,2,b,152,,0,15,Ad,0,1
402,201908全米オープン,アレックス・デ=ミノー,2,0,10,簑,○,1,c,135,,0,30,Deuce,1,0
403,201908全米オープン,アレックス・デ=ミノー,2,0,10,簑,×,1,c,,,15,30,Ad,0,1
404,201908全米オープン,アレックス・デ=ミノー,2,0,10,簑,○,1,w,168,,15,40,Deuce,1,0
405,201908全米オープン,アレックス・デ=ミノー,2,0,10,簑,○,1,c,,,30,40,Ad,1,0
406,201908全米オープン,アレックス・デ=ミノー,2,0,10,簑,×,2,b,156,,40,40,Deuce,0,1
407,201908全米オープン,アレックス・デ=ミノー,2,0,10,簑,○,1,w,173,,40,Ad,Ad,1,0
0,201908全米オープン,アレックス・デ=ミノー,3,0,1,圭,○,1,b,156,,0,0,Deuce,1,0
1,201908全米オープン,アレックス・デ=ミノー,3,0,1,圭,×,1,w,,,15,0,Ad,0,1
2,201908全米オープン,アレックス・デ=ミノー,3,0,1,圭,○,2,w,140,,15,15,Deuce,1,0
3,201908全米オープン,アレックス・デ=ミノー,3,0,1,圭,○,1,w,159,,30,15,Ad,1,0
4,201908全米オープン,アレックス・デ=ミノー,3,0,1,圭,×,1,w,159,,40,15,Deuce,0,1
5,201908全米オープン,アレックス・デ=ミノー,3,0,1,圭,○,1,c,164,,40,30,Ad,1,0
12,201908全米オープン,アレックス・デ=ミノー,3,0,2,簑,×,1,c,189,,0,0,Deuce,0,1
13,201908全米オープン,アレックス・デ=ミノー,3,0,2,簑,×,1,w,188,Aw,0,15,Ad,0,1
14,201908全米オープン,アレックス・デ=ミノー,3,0,2,簑,×,1,w,170,,0,30,Deuce,0,1
15,201908全米オープン,アレックス・デ=ミノー,3,0,2,簑,×,1,b,,,0,40,Ad,0,1
26,201908全米オープン,アレックス・デ=ミノー,3,0,3,圭,×,1,c,168,,0,0,Deuce,0,1
27,201908全米オープン,アレックス・デ=ミノー,3,0,3,圭,○,1,w,162,,0,15,Ad,1,0
28,201908全米オープン,アレックス・デ=ミノー,3,0,3,圭,×,1,c,180,,15,15,Deuce,0,1
29,201908全米オープン,アレックス・デ=ミノー,3,0,3,圭,×,1,w,,,15,30,Ad,0,1
30,201908全米オープン,アレックス・デ=ミノー,3,0,3,圭,○,1,w,148,,15,40,Deuce,1,0
31,201908全米オープン,アレックス・デ=ミノー,3,0,3,圭,○,1,c,172,,30,40,Ad,1,0
32,201908全米オープン,アレックス・デ=ミノー,3,0,3,圭,○,1,c,,,40,40,Deuce,1,0
33,201908全米オープン,アレックス・デ=ミノー,3,0,3,圭,○,2,c,131,,Ad,40,Ad,1,0
52,201908全米オープン,アレックス・デ=ミノー,3,0,4,簑,○,1,c,186,,0,0,Deuce,1,0
53,201908全米オープン,アレックス・デ=ミノー,3,0,4,簑,○,1,c,,,15,0,Ad,1,0
54,201908全米オープン,アレックス・デ=ミノー,3,0,4,簑,×,2,b,131,,30,0,Deuce,0,1
55,201908全米オープン,アレックス・デ=ミノー,3,0,4,簑,○,1,w,168,,30,15,Ad,1,0
56,201908全米オープン,アレックス・デ=ミノー,3,0,4,簑,○,1,w,,,40,15,Deuce,1,0
80,201908全米オープン,アレックス・デ=ミノー,3,0,5,圭,○,1,c,,,0,0,Deuce,1,0
81,201908全米オープン,アレックス・デ=ミノー,3,0,5,圭,×,2,b,143,,15,0,Ad,0,1
82,201908全米オープン,アレックス・デ=ミノー,3,0,5,圭,×,1,w,164,,15,15,Deuce,0,1
83,201908全米オープン,アレックス・デ=ミノー,3,0,5,圭,○,1,b,148,,15,30,Ad,1,0
84,201908全米オープン,アレックス・デ=ミノー,3,0,5,圭,○,1,w,165,,30,30,Deuce,1,0
85,201908全米オープン,アレックス・デ=ミノー,3,0,5,圭,×,1,w,,,40,30,Ad,0,1
86,201908全米オープン,アレックス・デ=ミノー,3,0,5,圭,○,2,c,131,,40,40,Deuce,1,0
91,201908全米オープン,アレックス・デ=ミノー,3,0,5,圭,○,1,b,160,,40,Ad,Ad,1,0
87,201908全米オープン,アレックス・デ=ミノー,3,0,5,圭,×,1,w,,,Ad,40,Ad,0,1
131,201908全米オープン,アレックス・デ=ミノー,3,0,6,簑,×,1,w,160,,0,0,Deuce,0,1
132,201908全米オープン,アレックス・デ=ミノー,3,0,6,簑,×,1,c,177,,0,15,Ad,0,1
133,201908全米オープン,アレックス・デ=ミノー,3,0,6,簑,×,1,w,1530,,0,30,Deuce,0,1
134,201908全米オープン,アレックス・デ=ミノー,3,0,6,簑,×,,,1530,,0,40,Ad,0,1
176,201908全米オープン,アレックス・デ=ミノー,3,0,7,圭,○,1,c,,,0,0,Deuce,1,0
177,201908全米オープン,アレックス・デ=ミノー,3,0,7,圭,○,2,c,136,,15,0,Ad,1,0
178,201908全米オープン,アレックス・デ=ミノー,3,0,7,圭,○,1,w,159,,30,0,Deuce,1,0
179,201908全米オープン,アレックス・デ=ミノー,3,0,7,圭,○,1,c,,,40,0,Ad,1,0
225,201908全米オープン,アレックス・デ=ミノー,3,0,8,簑,○,1,c,,,0,0,Deuce,1,0
226,201908全米オープン,アレックス・デ=ミノー,3,0,8,簑,×,2,c,,,15,0,Ad,0,1
227,201908全米オープン,アレックス・デ=ミノー,3,0,8,簑,×,1,c,170,,15,15,Deuce,0,1
228,201908全米オープン,アレックス・デ=ミノー,3,0,8,簑,○,1,c,197,,15,30,Ad,1,0
229,201908全米オープン,アレックス・デ=ミノー,3,0,8,簑,×,1,c,167,,30,30,Deuce,0,1
230,201908全米オープン,アレックス・デ=ミノー,3,0,8,簑,○,1,c,183,,30,40,Ad,1,0
231,201908全米オープン,アレックス・デ=ミノー,3,0,8,簑,×,1,c,,,40,40,Deuce,0,1
232,201908全米オープン,アレックス・デ=ミノー,3,0,8,簑,○,1,w,143,Aw,40,Ad,Ad,1,0
234,201908全米オープン,アレックス・デ=ミノー,3,0,8,簑,○,2,c,181,,Ad,40,Ad,1,0
0,201908全米オープン,アレックス・デ=ミノー,4,0,1,圭,○,1,w,157,,0,0,Deuce,1,0
1,201908全米オープン,アレックス・デ=ミノー,4,0,1,圭,×,1,c,,,15,0,Ad,0,1
2,201908全米オープン,アレックス・デ=ミノー,4,0,1,圭,×,1,c,,,15,15,Deuce,0,1
3,201908全米オープン,アレックス・デ=ミノー,4,0,1,圭,×,2,c,136,,15,30,Ad,0,1
4,201908全米オープン,アレックス・デ=ミノー,4,0,1,圭,×,1,c,,,15,40,Deuce,0,1
10,201908全米オープン,アレックス・デ=ミノー,4,0,2,簑,○,1,c,,,0,0,Deuce,1,0
11,201908全米オープン,アレックス・デ=ミノー,4,0,2,簑,○,2,c,149,,15,0,Ad,1,0
12,201908全米オープン,アレックス・デ=ミノー,4,0,2,簑,○,1,c,,,30,0,Deuce,1,0
13,201908全米オープン,アレックス・デ=ミノー,4,0,2,簑,×,2,w,146,,40,0,Ad,0,1
14,201908全米オープン,アレックス・デ=ミノー,4,0,2,簑,○,1,c,,,40,15,Deuce,1,0
25,201908全米オープン,アレックス・デ=ミノー,4,0,3,圭,○,1,c,175,,0,0,Deuce,1,0
26,201908全米オープン,アレックス・デ=ミノー,4,0,3,圭,○,1,c,177,,15,0,Ad,1,0
27,201908全米オープン,アレックス・デ=ミノー,4,0,3,圭,○,1,w,160,,30,0,Deuce,1,0
28,201908全米オープン,アレックス・デ=ミノー,4,0,3,圭,○,1,c,173,Ac,40,0,Ad,1,0
43,201908全米オープン,アレックス・デ=ミノー,4,0,4,簑,×,1,w,167,,0,0,Deuce,0,1
44,201908全米オープン,アレックス・デ=ミノー,4,0,4,簑,×,1,w,,,0,15,Ad,0,1
45,201908全米オープン,アレックス・デ=ミノー,4,0,4,簑,×,2,w,138,,0,30,Deuce,0,1
46,201908全米オープン,アレックス・デ=ミノー,4,0,4,簑,×,1,c,,,0,40,Ad,0,1
65,201908全米オープン,アレックス・デ=ミノー,4,0,5,圭,○,1,c,177,,0,0,Deuce,1,0
66,201908全米オープン,アレックス・デ=ミノー,4,0,5,圭,×,1,c,177,,15,0,Ad,0,10,
67,201908全米オープン,アレックス・デ=ミノー,4,0,5,圭,○,1,c,,,15,15,Deuce,1,0
68,201908全米オープン,アレックス・デ=ミノー,4,0,5,圭,○,2,b,135,,30,15,Ad,1,0
69,201908全米オープン,アレックス・デ=ミノー,4,0,5,圭,×,1,c,,,40,15,Deuce,0,1
70,201908全米オープン,アレックス・デ=ミノー,4,0,5,圭,○,2,c,151,,40,30,Ad,1,0
95,201908全米オープン,アレックス・デ=ミノー,4,0,6,簑,×,1,w,162,,0,0,Deuce,0,1
96,201908全米オープン,アレックス・デ=ミノー,4,0,6,簑,×,1,c,,,0,15,Ad,0,1
97,201908全米オープン,アレックス・デ=ミノー,4,0,6,簑,×,2,b,,,0,30,Deuce,0,1
98,201908全米オープン,アレックス・デ=ミノー,4,0,6,簑,○,1,c,,,0,40,Ad,1,0
99,201908全米オープン,アレックス・デ=ミノー,4,0,6,簑,○,2,c,144,,15,40,Deuce,1,0
100,201908全米オープン,アレックス・デ=ミノー,4,0,6,簑,○,1,c,,,30,40,Ad,1,0
101,201908全米オープン,アレックス・デ=ミノー,4,0,6,簑,×,2,w,,,40,40,Deuce,0,1
102,201908全米オープン,アレックス・デ=ミノー,4,0,6,簑,×,1,c,,,40,Ad,Ad,0,1
135,201908全米オープン,アレックス・デ=ミノー,4,0,7,圭,×,1,c,168,,0,0,Deuce,0,1
136,201908全米オープン,アレックス・デ=ミノー,4,0,7,圭,×,1,w,170,,0,15,Ad,0,1
137,201908全米オープン,アレックス・デ=ミノー,4,0,7,圭,×,1,c,177,,0,30,Deuce,0,1
138,201908全米オープン,アレックス・デ=ミノー,4,0,7,圭,×,1,w,177,,0,40,Ad,0,1
175,201908全米オープン,アレックス・デ=ミノー,4,0,8,簑,×,1,w,152,,0,0,Deuce,0,1
176,201908全米オープン,アレックス・デ=ミノー,4,0,8,簑,×,1,w,194,,0,15,Ad,0,1
177,201908全米オープン,アレックス・デ=ミノー,4,0,8,簑,×,1,w,165,,0,30,Deuce,0,1
178,201908全米オープン,アレックス・デ=ミノー,4,0,8,簑,○,1,c,,,0,40,Ad,1,0
179,201908全米オープン,アレックス・デ=ミノー,4,0,8,簑,○,2,w,135,,15,40,Deuce,1,0
180,201908全米オープン,アレックス・デ=ミノー,4,0,8,簑,×,1,c,,,30,40,Ad,0,1
223,201908全米オープン,アレックス・デ=ミノー,4,0,9,圭,○,1,b,168,,0,0,Deuce,1,0
224,201908全米オープン,アレックス・デ=ミノー,4,0,9,圭,×,1,c,,,15,0,Ad,0,1
225,201908全米オープン,アレックス・デ=ミノー,4,0,9,圭,×,2,w,128,,15,15,Deuce,0,1
226,201908全米オープン,アレックス・デ=ミノー,4,0,9,圭,○,1,w,159,,15,30,Ad,1,0
227,201908全米オープン,アレックス・デ=ミノー,4,0,9,圭,×,1,w,181,,30,30,Deuce,0,1
228,201908全米オープン,アレックス・デ=ミノー,4,0,9,圭,×,1,w,160,,30,40,Ad,0,1
